Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Iannpty,@iannpty,,,1,2,40,https://twitter.com/iannpty/status/1789288001815625945,https://twitter.com/iannpty,"Seguro ?
Porque los terroristas y los que hacían atentados eran los judíos exigiendo un estado judío dentro del territorio palestino.",11 may.,2024-05-11T13:34:37.000Z
PASAJERO 101,@PASAJERO101,,,,,20,https://twitter.com/PASAJERO101/status/1789065087073849660,https://twitter.com/PASAJERO101,Lo iniciaron unos locos mal llamados judíos,10 may.,2024-05-10T22:48:50.000Z
Rui Santos,@elrui,,,,1,20,https://twitter.com/elrui/status/1789857131031617684,https://twitter.com/elrui,También hay muchos judíos americanos en esas protestas así que no sé qué pensar de eso,5h,2024-05-13T03:16:08.000Z
PASAJERO 101,@PASAJERO101,,1,5,2,106,https://twitter.com/PASAJERO101/status/1788644400358166793,https://twitter.com/PASAJERO101,"Robar no es delito para un judio. Matar es aceptable ya sea un bebé o civiles inocentes para los judíos.
El dios que ellos veneran les dio el poder de robar y matar a quien sea. Desde un bebé recién nacido hasta un civil inocente. 
Lo peor que llaman salvajes a los musulmanes",9 may.,2024-05-09T18:57:11.000Z
Carolina Isabel Fonseca Vera,@CarolinaIsabelF,,,,2,32,https://twitter.com/CarolinaIsabelF/status/1787542337603637289,https://twitter.com/CarolinaIsabelF,¿Está tratando de decir que solo los judíos lavan dinero? Eso es antisemitismo.,6 may.,2024-05-06T17:57:58.000Z
Tony Earle,@EarleTony,,,13,,194,https://twitter.com/EarleTony/status/1788706807180870028,https://twitter.com/EarleTony,"Nunca entendí cómo hace 80 años innumerables personas enfocaron todas sus fuerzas para el exterminio d los judíos

Hoy la lluvia d fake news fue el catalizador q le quitó a muchos la careta d pro-Palestina para dejar ver su verdadero rostro anti-semita

Goebbels estaría orgulloso",9 may.,2024-05-09T23:05:10.000Z
Carlos Duarte,@CarlosD00608604,,,,,5,https://twitter.com/CarlosD00608604/status/1789678760842666197,https://twitter.com/CarlosD00608604,"Ud está de acuerdo con los genocidios, Nazis vs Judíos, Judíos Vs Palestinos, Europeos vs Africanos etc. Eso hace ver su estatura moral.",17h,2024-05-12T15:27:21.000Z
LIBERTAD Y ORDENMULINO CONDUCCIÓN,@libertad507,,,,,68,https://twitter.com/libertad507/status/1789058452465004652,https://twitter.com/libertad507,"Solo con un fracaso en ventas se cae ese patrocinio por insostenible, es la única forma q caiga ese contrato con estos judíos q mandan hacer vainas a China y la venden como hechas en Estados Unidos o Europa.",10 may.,2024-05-10T22:22:28.000Z
Leonidas1975,@Leonidas197521,,,1,,7,https://twitter.com/Leonidas197521/status/1789731708402581740,https://twitter.com/Leonidas197521,Israel no existia y cuantos judios habian en el ejercito aliado y ruso ?  Educate,14h,2024-05-12T18:57:45.000Z
Karen Molina,@SoyKemm,,,1,1,149,https://twitter.com/SoyKemm/status/1788926761541025799,https://twitter.com/SoyKemm,Hay judíos en Israel y muchas partes del mundo que protestan y están en contra del genocidio. Como en su momento hubo alemanes en contra del genocidio a los judíos.,10 may.,2024-05-10T13:39:11.000Z
Matías González,@matagonzalez86,,,,1,23,https://twitter.com/matagonzalez86/status/1787856073950416909,https://twitter.com/matagonzalez86,Incluso hay movimientos de judíos diferenciándose del actuar del gobierno de Israel y hasta hubo marchas para pedir al primer ministro que frene con sus acciones para cuidar a los secuestrados. Y no les dio bola. Se puede estar en contra de Hamas y del gobierno de Israel eh,7 may.,2024-05-07T14:44:39.000Z
Justicia_Panamá,@beatrizorquide2,,,,,18,https://twitter.com/beatrizorquide2/status/1789359559057793048,https://twitter.com/beatrizorquide2,Una pena como el Mundo se dejan engañar. Cuando terminen el tema de los Judios vendran por toda Europa. Igual que Hitler. La historia siempre se repite. Igual fue España se fue contra los Judios y luego contra toda America.,11 may.,2024-05-11T18:18:58.000Z
PASAJERO 101,@PASAJERO101,,,1,,61,https://twitter.com/PASAJERO101/status/1789115859694497912,https://twitter.com/PASAJERO101,Judíos nacidos en Polonia y de cualquier país ni nacieron en Medio Oriente y pidieron un país porque “Dios” así lo dijo,10 may.,2024-05-11T02:10:35.000Z
PASAJERO 101,@PASAJERO101,,,,,23,https://twitter.com/PASAJERO101/status/1788762767408673263,https://twitter.com/PASAJERO101,"Hay fosas con civiles muertos, hay fosas con bebés muertos, hay fosas con familias enteras asesinadas por los judíos. Los judíos en Israel nunca podrán dormir tranquilos",9 may.,2024-05-10T02:47:32.000Z
