Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Renato Pereira,@Mrenatopereira,,2,2,2,568,https://twitter.com/Mrenatopereira/status/1787971435719282865,https://twitter.com/Mrenatopereira,"""No podemos construir un país destruyéndolo"",apunta alto #RenéQuevedo :""La pérdida del grado de inversión por parte de la calificadora Fitch Ratings,el alza del desempleo con el cierre de la mina, el recorte de personal en las empresas. el dterioro del flujo de inversión…",7 may.,2024-05-07T22:23:03.000Z
No al Ruido,@Elsadea03,,,,,13,https://twitter.com/Elsadea03/status/1788328822577791208,https://twitter.com/Elsadea03,"Ni mina, ni tratado de pandemia, eliminar lo que firmo Nito Cortizo donde nos entrego a la agenda 2030.",8 may.,2024-05-08T22:03:11.000Z
Guille Espinosa Sands,@guillesands,"https://pbs.twimg.com/media/GNFYKPgXoAAOZ3T?format=jpg&name=900x900, https://pbs.twimg.com/media/GNFYKPgXoAAOZ3T?format=jpg&name=900x900",,,,25,https://twitter.com/guillesands/status/1788310982462185799,https://twitter.com/guillesands,Que mulino lo intente y verá. Moo Panama se le tira a la calle @JoseRaulMulino ni piense en la mina.,8 may.,2024-05-08T20:52:18.000Z
Libertarios PTY,@libertariospty,,,,,36,https://twitter.com/libertariospty/status/1789486279433875571,https://twitter.com/libertariospty,Te digo algo para que te enojes más: los terrenos de la mina deberían ser privados y el subsuelo igual.,11 may.,2024-05-12T02:42:30.000Z
Jairo Aníbal Vásquez Pravia,@jvasqprav3323,,1,1,,8,https://twitter.com/jvasqprav3323/status/1787930323327578451,https://twitter.com/jvasqprav3323,Eres el verdadero lider de la oposicion politica durante este periodo presidencial proximo a iniciar. No te dejes robar el mandado ni enredar por el otro camino ni por el abogado de la mina.,7 may.,2024-05-07T19:39:41.000Z
juan c samaniego,@jc_samaniego,,,,,17,https://twitter.com/jc_samaniego/status/1789258921770684816,https://twitter.com/jc_samaniego,"Creo q eso no fue factor ya q el q ganó y RM son pro mina , el discurso de plata en bolsillo fue más q el de mina , corrupción y cualquier otro",11 may.,2024-05-11T11:39:04.000Z
José Escudero,@joseEscuderog,,,,,7,https://twitter.com/joseEscuderog/status/1789853069162803603,https://twitter.com/joseEscuderog,"Aquí la mina acabó con medio país y a parte se quieren QUEDAR, sino nos demandan QUE CÓMICOS Y PATÉTICOS!",5h,2024-05-13T03:00:00.000Z
José Escudero,@joseEscuderog,,,1,,13,https://twitter.com/joseEscuderog/status/1788701303226413162,https://twitter.com/joseEscuderog,MOLINO Porque lo vamos a MOLER junto con la mina!,9 may.,2024-05-09T22:43:17.000Z
Luis Carlos Chacón,@lcchacon21,,7,57,3,2 mil,https://twitter.com/lcchacon21/status/1787833420296376350,https://twitter.com/lcchacon21,"Contra toda prudencia, le daré una honesta oportunidad a José Raúl. Quedó electo presidente por casi un millón de panameños, y ahora tiene la responsabilidad de liderar la reforma a la Caja de Seguro Social, el cierre de la mina, la transformación educativa y todo lo que viene. +",7 may.,2024-05-07T13:14:38.000Z
Edy Lasso,@edylassop,,,,,55,https://twitter.com/edylassop/status/1787842203034751193,https://twitter.com/edylassop,"El 34% Dijo SI para reabrir la Mina jajajajajjaa, estamos todos locos.",7 may.,2024-05-07T13:49:32.000Z
Regina Carbone,@ReginaCarbone2,,2,4,,64,https://twitter.com/ReginaCarbone2/status/1789133578225299736,https://twitter.com/ReginaCarbone2,Es la excusa que usarán . Concuerdo y espero que arda hasta la última piedra de esa mina . Y se lleve a todos los vende patria con ella.,10 may.,2024-05-11T03:21:00.000Z
Cristian,@Cristianpty13,,7,48,10,1 mil,https://twitter.com/Cristianpty13/status/1788244989794726011,https://twitter.com/Cristianpty13,"Considero que el problema realmente no fue la Mina sino, la forma del contrato de concesión y las cosas oscuras, si se negocia de frente al pueblo, hoy estuviera la Mina operando, el problema es la falta de transparencia.",8 may.,2024-05-08T16:30:04.000Z
José Escudero,@joseEscuderog,,,1,,5,https://twitter.com/joseEscuderog/status/1788379391870869872,https://twitter.com/joseEscuderog,LA-MINA-SE-VA. . .,8 may.,2024-05-09T01:24:08.000Z
José,@hdnandiex,,1,7,5,274,https://twitter.com/hdnandiex/status/1789396606376132928,https://twitter.com/hdnandiex,"Sin ser especialista, por lo que leo, es que esa mina no se puede dejar asi, contaminaria nuestras fuentes de agua, nos traeria muerte.  Panama NO TIENE los miles de millones que se nesecitan para cerrar eso. Que hacemos? La ley esa de moratoria para mi fue un capricho.",11 may.,2024-05-11T20:46:10.000Z
Nikita29,@SVL2979,,,1,,48,https://twitter.com/SVL2979/status/1787301286766956885,https://twitter.com/SVL2979,"""Viene la mina y tírense a la calle para que vean lo que van a recibir ...""",5 may.,2024-05-06T02:00:07.000Z
José Escudero,@joseEscuderog,,,,,23,https://twitter.com/joseEscuderog/status/1788698633346453711,https://twitter.com/joseEscuderog,"Es que es así, no sé de donde saca la mina ""NEGOCIAR"" HAY UN FALLO Y DICE, SE CIERRA Y SE VAN!
EL que no haga RESPETAR ESTO, VA TENER PROBLEMAS",9 may.,2024-05-09T22:32:41.000Z
Rolando Perez Perez,@Rolilink,,,1,,42,https://twitter.com/Rolilink/status/1788463022777765973,https://twitter.com/Rolilink,Castigaron a los verdaderos causantes de la crisis de la mina en chiriqui aplausos,9 may.,2024-05-09T06:56:27.000Z
irene gonzalez icaza,@Irenegonzalezi,https://pbs.twimg.com/ext_tw_video_thumb/1787281714080870400/pu/img/hKvyfFrCemkjVIkK.jpg,,,,17,https://twitter.com/Irenegonzalezi/status/1787283629724270992,https://twitter.com/Irenegonzalezi,"Perder..Ganamos..hizo un pésimo Gobierno el creía que no ibamos a 
Pasar factura. Mina..ventiladores.mesa para medicinas..etc..etc.",5 may.,2024-05-06T00:49:58.000Z
Nigel Rios,@nigelrios,,,1,,68,https://twitter.com/nigelrios/status/1787789844816527521,https://twitter.com/nigelrios,"Espero ver a esos twitteros fans de Mulino decirle “vendepatria” con la misma pasión de antes porque quiere reabrir la mina.

Que no se note el guabineo!",7 may.,2024-05-07T10:21:29.000Z
